prompt,response
What is 3142 * 9800?,"Here are the steps for multiplying 3142 * 9800 using the long multiplication method.
- 2 (from 1 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 0 places to the left to get 0
- 2 (from 1 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 2 (from 1 place of first number) * 8 (from 100 place of second number) = 16 -> Shift it 2 places to the left to get 1600
- 2 (from 1 place of first number) * 9 (from 1000 place of second number) = 18 -> Shift it 3 places to the left to get 18000
- 4 (from 10 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 4 (from 10 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 4 (from 10 place of first number) * 8 (from 100 place of second number) = 32 -> Shift it 3 places to the left to get 32000
- 4 (from 10 place of first number) * 9 (from 1000 place of second number) = 36 -> Shift it 4 places to the left to get 360000
- 1 (from 100 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 1 (from 100 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 1 (from 100 place of first number) * 8 (from 100 place of second number) = 8 -> Shift it 4 places to the left to get 80000
- 1 (from 100 place of first number) * 9 (from 1000 place of second number) = 9 -> Shift it 5 places to the left to get 900000
- 3 (from 1000 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 3 (from 1000 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 4 places to the left to get 0
- 3 (from 1000 place of first number) * 8 (from 100 place of second number) = 24 -> Shift it 5 places to the left to get 2400000
- 3 (from 1000 place of first number) * 9 (from 1000 place of second number) = 27 -> Shift it 6 places to the left to get 27000000

Now, add all these results together:
The sum of 0, 0, 1600, 18000, 0, 0, 32000, 360000, 0, 0, 80000, 900000, 0, 0, 2400000, 27000000 = 30791600."
What is 7097 * 6796?,"Here are the steps for multiplying 7097 * 6796 using the long multiplication method.
- 7 (from 1 place of first number) * 6 (from 1 place of second number) = 42 -> Shift it 0 places to the left to get 42
- 7 (from 1 place of first number) * 9 (from 10 place of second number) = 63 -> Shift it 1 places to the left to get 630
- 7 (from 1 place of first number) * 7 (from 100 place of second number) = 49 -> Shift it 2 places to the left to get 4900
- 7 (from 1 place of first number) * 6 (from 1000 place of second number) = 42 -> Shift it 3 places to the left to get 42000
- 9 (from 10 place of first number) * 6 (from 1 place of second number) = 54 -> Shift it 1 places to the left to get 540
- 9 (from 10 place of first number) * 9 (from 10 place of second number) = 81 -> Shift it 2 places to the left to get 8100
- 9 (from 10 place of first number) * 7 (from 100 place of second number) = 63 -> Shift it 3 places to the left to get 63000
- 9 (from 10 place of first number) * 6 (from 1000 place of second number) = 54 -> Shift it 4 places to the left to get 540000
- 0 (from 100 place of first number) * 6 (from 1 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 100 place of first number) * 9 (from 10 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 0 (from 100 place of first number) * 7 (from 100 place of second number) = 0 -> Shift it 4 places to the left to get 0
- 0 (from 100 place of first number) * 6 (from 1000 place of second number) = 0 -> Shift it 5 places to the left to get 0
- 7 (from 1000 place of first number) * 6 (from 1 place of second number) = 42 -> Shift it 3 places to the left to get 42000
- 7 (from 1000 place of first number) * 9 (from 10 place of second number) = 63 -> Shift it 4 places to the left to get 630000
- 7 (from 1000 place of first number) * 7 (from 100 place of second number) = 49 -> Shift it 5 places to the left to get 4900000
- 7 (from 1000 place of first number) * 6 (from 1000 place of second number) = 42 -> Shift it 6 places to the left to get 42000000

Now, add all these results together:
The sum of 42, 630, 4900, 42000, 540, 8100, 63000, 540000, 0, 0, 0, 0, 42000, 630000, 4900000, 42000000 = 48231212."
What is 9734 * 1253?,"Here are the steps for multiplying 9734 * 1253 using the long multiplication method.
- 4 (from 1 place of first number) * 3 (from 1 place of second number) = 12 -> Shift it 0 places to the left to get 12
- 4 (from 1 place of first number) * 5 (from 10 place of second number) = 20 -> Shift it 1 places to the left to get 200
- 4 (from 1 place of first number) * 2 (from 100 place of second number) = 8 -> Shift it 2 places to the left to get 800
- 4 (from 1 place of first number) * 1 (from 1000 place of second number) = 4 -> Shift it 3 places to the left to get 4000
- 3 (from 10 place of first number) * 3 (from 1 place of second number) = 9 -> Shift it 1 places to the left to get 90
- 3 (from 10 place of first number) * 5 (from 10 place of second number) = 15 -> Shift it 2 places to the left to get 1500
- 3 (from 10 place of first number) * 2 (from 100 place of second number) = 6 -> Shift it 3 places to the left to get 6000
- 3 (from 10 place of first number) * 1 (from 1000 place of second number) = 3 -> Shift it 4 places to the left to get 30000
- 7 (from 100 place of first number) * 3 (from 1 place of second number) = 21 -> Shift it 2 places to the left to get 2100
- 7 (from 100 place of first number) * 5 (from 10 place of second number) = 35 -> Shift it 3 places to the left to get 35000
- 7 (from 100 place of first number) * 2 (from 100 place of second number) = 14 -> Shift it 4 places to the left to get 140000
- 7 (from 100 place of first number) * 1 (from 1000 place of second number) = 7 -> Shift it 5 places to the left to get 700000
- 9 (from 1000 place of first number) * 3 (from 1 place of second number) = 27 -> Shift it 3 places to the left to get 27000
- 9 (from 1000 place of first number) * 5 (from 10 place of second number) = 45 -> Shift it 4 places to the left to get 450000
- 9 (from 1000 place of first number) * 2 (from 100 place of second number) = 18 -> Shift it 5 places to the left to get 1800000
- 9 (from 1000 place of first number) * 1 (from 1000 place of second number) = 9 -> Shift it 6 places to the left to get 9000000

Now, add all these results together:
The sum of 12, 200, 800, 4000, 90, 1500, 6000, 30000, 2100, 35000, 140000, 700000, 27000, 450000, 1800000, 9000000 = 12196702."
What is 8385 * 938?,"Here are the steps for multiplying 8385 * 938 using the long multiplication method.
- 5 (from 1 place of first number) * 8 (from 1 place of second number) = 40 -> Shift it 0 places to the left to get 40
- 5 (from 1 place of first number) * 3 (from 10 place of second number) = 15 -> Shift it 1 places to the left to get 150
- 5 (from 1 place of first number) * 9 (from 100 place of second number) = 45 -> Shift it 2 places to the left to get 4500
- 8 (from 10 place of first number) * 8 (from 1 place of second number) = 64 -> Shift it 1 places to the left to get 640
- 8 (from 10 place of first number) * 3 (from 10 place of second number) = 24 -> Shift it 2 places to the left to get 2400
- 8 (from 10 place of first number) * 9 (from 100 place of second number) = 72 -> Shift it 3 places to the left to get 72000
- 3 (from 100 place of first number) * 8 (from 1 place of second number) = 24 -> Shift it 2 places to the left to get 2400
- 3 (from 100 place of first number) * 3 (from 10 place of second number) = 9 -> Shift it 3 places to the left to get 9000
- 3 (from 100 place of first number) * 9 (from 100 place of second number) = 27 -> Shift it 4 places to the left to get 270000
- 8 (from 1000 place of first number) * 8 (from 1 place of second number) = 64 -> Shift it 3 places to the left to get 64000
- 8 (from 1000 place of first number) * 3 (from 10 place of second number) = 24 -> Shift it 4 places to the left to get 240000
- 8 (from 1000 place of first number) * 9 (from 100 place of second number) = 72 -> Shift it 5 places to the left to get 7200000

Now, add all these results together:
The sum of 40, 150, 4500, 640, 2400, 72000, 2400, 9000, 270000, 64000, 240000, 7200000 = 7865130."
What is 3470 * 9289?,"Here are the steps for multiplying 3470 * 9289 using the long multiplication method.
- 0 (from 1 place of first number) * 9 (from 1 place of second number) = 0 -> Shift it 0 places to the left to get 0
- 0 (from 1 place of first number) * 8 (from 10 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 0 (from 1 place of first number) * 2 (from 100 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 1 place of first number) * 9 (from 1000 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 7 (from 10 place of first number) * 9 (from 1 place of second number) = 63 -> Shift it 1 places to the left to get 630
- 7 (from 10 place of first number) * 8 (from 10 place of second number) = 56 -> Shift it 2 places to the left to get 5600
- 7 (from 10 place of first number) * 2 (from 100 place of second number) = 14 -> Shift it 3 places to the left to get 14000
- 7 (from 10 place of first number) * 9 (from 1000 place of second number) = 63 -> Shift it 4 places to the left to get 630000
- 4 (from 100 place of first number) * 9 (from 1 place of second number) = 36 -> Shift it 2 places to the left to get 3600
- 4 (from 100 place of first number) * 8 (from 10 place of second number) = 32 -> Shift it 3 places to the left to get 32000
- 4 (from 100 place of first number) * 2 (from 100 place of second number) = 8 -> Shift it 4 places to the left to get 80000
- 4 (from 100 place of first number) * 9 (from 1000 place of second number) = 36 -> Shift it 5 places to the left to get 3600000
- 3 (from 1000 place of first number) * 9 (from 1 place of second number) = 27 -> Shift it 3 places to the left to get 27000
- 3 (from 1000 place of first number) * 8 (from 10 place of second number) = 24 -> Shift it 4 places to the left to get 240000
- 3 (from 1000 place of first number) * 2 (from 100 place of second number) = 6 -> Shift it 5 places to the left to get 600000
- 3 (from 1000 place of first number) * 9 (from 1000 place of second number) = 27 -> Shift it 6 places to the left to get 27000000

Now, add all these results together:
The sum of 0, 0, 0, 0, 630, 5600, 14000, 630000, 3600, 32000, 80000, 3600000, 27000, 240000, 600000, 27000000 = 32232830."
What is 8886 * 1481?,"Here are the steps for multiplying 8886 * 1481 using the long multiplication method.
- 6 (from 1 place of first number) * 1 (from 1 place of second number) = 6 -> Shift it 0 places to the left to get 6
- 6 (from 1 place of first number) * 8 (from 10 place of second number) = 48 -> Shift it 1 places to the left to get 480
- 6 (from 1 place of first number) * 4 (from 100 place of second number) = 24 -> Shift it 2 places to the left to get 2400
- 6 (from 1 place of first number) * 1 (from 1000 place of second number) = 6 -> Shift it 3 places to the left to get 6000
- 8 (from 10 place of first number) * 1 (from 1 place of second number) = 8 -> Shift it 1 places to the left to get 80
- 8 (from 10 place of first number) * 8 (from 10 place of second number) = 64 -> Shift it 2 places to the left to get 6400
- 8 (from 10 place of first number) * 4 (from 100 place of second number) = 32 -> Shift it 3 places to the left to get 32000
- 8 (from 10 place of first number) * 1 (from 1000 place of second number) = 8 -> Shift it 4 places to the left to get 80000
- 8 (from 100 place of first number) * 1 (from 1 place of second number) = 8 -> Shift it 2 places to the left to get 800
- 8 (from 100 place of first number) * 8 (from 10 place of second number) = 64 -> Shift it 3 places to the left to get 64000
- 8 (from 100 place of first number) * 4 (from 100 place of second number) = 32 -> Shift it 4 places to the left to get 320000
- 8 (from 100 place of first number) * 1 (from 1000 place of second number) = 8 -> Shift it 5 places to the left to get 800000
- 8 (from 1000 place of first number) * 1 (from 1 place of second number) = 8 -> Shift it 3 places to the left to get 8000
- 8 (from 1000 place of first number) * 8 (from 10 place of second number) = 64 -> Shift it 4 places to the left to get 640000
- 8 (from 1000 place of first number) * 4 (from 100 place of second number) = 32 -> Shift it 5 places to the left to get 3200000
- 8 (from 1000 place of first number) * 1 (from 1000 place of second number) = 8 -> Shift it 6 places to the left to get 8000000

Now, add all these results together:
The sum of 6, 480, 2400, 6000, 80, 6400, 32000, 80000, 800, 64000, 320000, 800000, 8000, 640000, 3200000, 8000000 = 13160166."
What is 5167 * 77?,"Here are the steps for multiplying 5167 * 77 using the long multiplication method.
- 7 (from 1 place of first number) * 7 (from 1 place of second number) = 49 -> Shift it 0 places to the left to get 49
- 7 (from 1 place of first number) * 7 (from 10 place of second number) = 49 -> Shift it 1 places to the left to get 490
- 6 (from 10 place of first number) * 7 (from 1 place of second number) = 42 -> Shift it 1 places to the left to get 420
- 6 (from 10 place of first number) * 7 (from 10 place of second number) = 42 -> Shift it 2 places to the left to get 4200
- 1 (from 100 place of first number) * 7 (from 1 place of second number) = 7 -> Shift it 2 places to the left to get 700
- 1 (from 100 place of first number) * 7 (from 10 place of second number) = 7 -> Shift it 3 places to the left to get 7000
- 5 (from 1000 place of first number) * 7 (from 1 place of second number) = 35 -> Shift it 3 places to the left to get 35000
- 5 (from 1000 place of first number) * 7 (from 10 place of second number) = 35 -> Shift it 4 places to the left to get 350000

Now, add all these results together:
The sum of 49, 490, 420, 4200, 700, 7000, 35000, 350000 = 397859."
What is 6591 * 4912?,"Here are the steps for multiplying 6591 * 4912 using the long multiplication method.
- 1 (from 1 place of first number) * 2 (from 1 place of second number) = 2 -> Shift it 0 places to the left to get 2
- 1 (from 1 place of first number) * 1 (from 10 place of second number) = 1 -> Shift it 1 places to the left to get 10
- 1 (from 1 place of first number) * 9 (from 100 place of second number) = 9 -> Shift it 2 places to the left to get 900
- 1 (from 1 place of first number) * 4 (from 1000 place of second number) = 4 -> Shift it 3 places to the left to get 4000
- 9 (from 10 place of first number) * 2 (from 1 place of second number) = 18 -> Shift it 1 places to the left to get 180
- 9 (from 10 place of first number) * 1 (from 10 place of second number) = 9 -> Shift it 2 places to the left to get 900
- 9 (from 10 place of first number) * 9 (from 100 place of second number) = 81 -> Shift it 3 places to the left to get 81000
- 9 (from 10 place of first number) * 4 (from 1000 place of second number) = 36 -> Shift it 4 places to the left to get 360000
- 5 (from 100 place of first number) * 2 (from 1 place of second number) = 10 -> Shift it 2 places to the left to get 1000
- 5 (from 100 place of first number) * 1 (from 10 place of second number) = 5 -> Shift it 3 places to the left to get 5000
- 5 (from 100 place of first number) * 9 (from 100 place of second number) = 45 -> Shift it 4 places to the left to get 450000
- 5 (from 100 place of first number) * 4 (from 1000 place of second number) = 20 -> Shift it 5 places to the left to get 2000000
- 6 (from 1000 place of first number) * 2 (from 1 place of second number) = 12 -> Shift it 3 places to the left to get 12000
- 6 (from 1000 place of first number) * 1 (from 10 place of second number) = 6 -> Shift it 4 places to the left to get 60000
- 6 (from 1000 place of first number) * 9 (from 100 place of second number) = 54 -> Shift it 5 places to the left to get 5400000
- 6 (from 1000 place of first number) * 4 (from 1000 place of second number) = 24 -> Shift it 6 places to the left to get 24000000

Now, add all these results together:
The sum of 2, 10, 900, 4000, 180, 900, 81000, 360000, 1000, 5000, 450000, 2000000, 12000, 60000, 5400000, 24000000 = 32374992."
What is 7034 * 3102?,"Here are the steps for multiplying 7034 * 3102 using the long multiplication method.
- 4 (from 1 place of first number) * 2 (from 1 place of second number) = 8 -> Shift it 0 places to the left to get 8
- 4 (from 1 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 4 (from 1 place of first number) * 1 (from 100 place of second number) = 4 -> Shift it 2 places to the left to get 400
- 4 (from 1 place of first number) * 3 (from 1000 place of second number) = 12 -> Shift it 3 places to the left to get 12000
- 3 (from 10 place of first number) * 2 (from 1 place of second number) = 6 -> Shift it 1 places to the left to get 60
- 3 (from 10 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 3 (from 10 place of first number) * 1 (from 100 place of second number) = 3 -> Shift it 3 places to the left to get 3000
- 3 (from 10 place of first number) * 3 (from 1000 place of second number) = 9 -> Shift it 4 places to the left to get 90000
- 0 (from 100 place of first number) * 2 (from 1 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 100 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 0 (from 100 place of first number) * 1 (from 100 place of second number) = 0 -> Shift it 4 places to the left to get 0
- 0 (from 100 place of first number) * 3 (from 1000 place of second number) = 0 -> Shift it 5 places to the left to get 0
- 7 (from 1000 place of first number) * 2 (from 1 place of second number) = 14 -> Shift it 3 places to the left to get 14000
- 7 (from 1000 place of first number) * 0 (from 10 place of second number) = 0 -> Shift it 4 places to the left to get 0
- 7 (from 1000 place of first number) * 1 (from 100 place of second number) = 7 -> Shift it 5 places to the left to get 700000
- 7 (from 1000 place of first number) * 3 (from 1000 place of second number) = 21 -> Shift it 6 places to the left to get 21000000

Now, add all these results together:
The sum of 8, 0, 400, 12000, 60, 0, 3000, 90000, 0, 0, 0, 0, 14000, 0, 700000, 21000000 = 21819468."
What is 500 * 384?,"Here are the steps for multiplying 500 * 384 using the long multiplication method.
- 0 (from 1 place of first number) * 4 (from 1 place of second number) = 0 -> Shift it 0 places to the left to get 0
- 0 (from 1 place of first number) * 8 (from 10 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 0 (from 1 place of first number) * 3 (from 100 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 10 place of first number) * 4 (from 1 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 0 (from 10 place of first number) * 8 (from 10 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 10 place of first number) * 3 (from 100 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 5 (from 100 place of first number) * 4 (from 1 place of second number) = 20 -> Shift it 2 places to the left to get 2000
- 5 (from 100 place of first number) * 8 (from 10 place of second number) = 40 -> Shift it 3 places to the left to get 40000
- 5 (from 100 place of first number) * 3 (from 100 place of second number) = 15 -> Shift it 4 places to the left to get 150000

Now, add all these results together:
The sum of 0, 0, 0, 0, 0, 0, 2000, 40000, 150000 = 192000."
What is 9086 * 7582?,"Here are the steps for multiplying 9086 * 7582 using the long multiplication method.
- 6 (from 1 place of first number) * 2 (from 1 place of second number) = 12 -> Shift it 0 places to the left to get 12
- 6 (from 1 place of first number) * 8 (from 10 place of second number) = 48 -> Shift it 1 places to the left to get 480
- 6 (from 1 place of first number) * 5 (from 100 place of second number) = 30 -> Shift it 2 places to the left to get 3000
- 6 (from 1 place of first number) * 7 (from 1000 place of second number) = 42 -> Shift it 3 places to the left to get 42000
- 8 (from 10 place of first number) * 2 (from 1 place of second number) = 16 -> Shift it 1 places to the left to get 160
- 8 (from 10 place of first number) * 8 (from 10 place of second number) = 64 -> Shift it 2 places to the left to get 6400
- 8 (from 10 place of first number) * 5 (from 100 place of second number) = 40 -> Shift it 3 places to the left to get 40000
- 8 (from 10 place of first number) * 7 (from 1000 place of second number) = 56 -> Shift it 4 places to the left to get 560000
- 0 (from 100 place of first number) * 2 (from 1 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 0 (from 100 place of first number) * 8 (from 10 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 0 (from 100 place of first number) * 5 (from 100 place of second number) = 0 -> Shift it 4 places to the left to get 0
- 0 (from 100 place of first number) * 7 (from 1000 place of second number) = 0 -> Shift it 5 places to the left to get 0
- 9 (from 1000 place of first number) * 2 (from 1 place of second number) = 18 -> Shift it 3 places to the left to get 18000
- 9 (from 1000 place of first number) * 8 (from 10 place of second number) = 72 -> Shift it 4 places to the left to get 720000
- 9 (from 1000 place of first number) * 5 (from 100 place of second number) = 45 -> Shift it 5 places to the left to get 4500000
- 9 (from 1000 place of first number) * 7 (from 1000 place of second number) = 63 -> Shift it 6 places to the left to get 63000000

Now, add all these results together:
The sum of 12, 480, 3000, 42000, 160, 6400, 40000, 560000, 0, 0, 0, 0, 18000, 720000, 4500000, 63000000 = 68890052."
What is 6776 * 8860?,"Here are the steps for multiplying 6776 * 8860 using the long multiplication method.
- 6 (from 1 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 0 places to the left to get 0
- 6 (from 1 place of first number) * 6 (from 10 place of second number) = 36 -> Shift it 1 places to the left to get 360
- 6 (from 1 place of first number) * 8 (from 100 place of second number) = 48 -> Shift it 2 places to the left to get 4800
- 6 (from 1 place of first number) * 8 (from 1000 place of second number) = 48 -> Shift it 3 places to the left to get 48000
- 7 (from 10 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 1 places to the left to get 0
- 7 (from 10 place of first number) * 6 (from 10 place of second number) = 42 -> Shift it 2 places to the left to get 4200
- 7 (from 10 place of first number) * 8 (from 100 place of second number) = 56 -> Shift it 3 places to the left to get 56000
- 7 (from 10 place of first number) * 8 (from 1000 place of second number) = 56 -> Shift it 4 places to the left to get 560000
- 7 (from 100 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 2 places to the left to get 0
- 7 (from 100 place of first number) * 6 (from 10 place of second number) = 42 -> Shift it 3 places to the left to get 42000
- 7 (from 100 place of first number) * 8 (from 100 place of second number) = 56 -> Shift it 4 places to the left to get 560000
- 7 (from 100 place of first number) * 8 (from 1000 place of second number) = 56 -> Shift it 5 places to the left to get 5600000
- 6 (from 1000 place of first number) * 0 (from 1 place of second number) = 0 -> Shift it 3 places to the left to get 0
- 6 (from 1000 place of first number) * 6 (from 10 place of second number) = 36 -> Shift it 4 places to the left to get 360000
- 6 (from 1000 place of first number) * 8 (from 100 place of second number) = 48 -> Shift it 5 places to the left to get 4800000
- 6 (from 1000 place of first number) * 8 (from 1000 place of second number) = 48 -> Shift it 6 places to the left to get 48000000

Now, add all these results together:
The sum of 0, 360, 4800, 48000, 0, 4200, 56000, 560000, 0, 42000, 560000, 5600000, 0, 360000, 4800000, 48000000 = 60035360."
